M-34-101-A-b-3-3-1,-
M-34-101-A-c-4-1-3,Bula pod Bańdziochem
M-34-101-A-c-4-1-4,Niżni Żabi Mnich
M-34-101-A-c-4-1-4,Białczańskie Baszty
M-34-101-A-c-4-1-3,Kazalnica Cubryńska
M-34-101-A-c-4-1-3,Mały Bańdzioch
M-34-101-A-c-4-1-4,Wrótka nad Oknem
M-34-101-A-c-4-1-4,Apostoł Szósty
M-34-101-A-c-4-1-4,Wyżni Apostolski Karb
M-34-101-A-c-4-1-4,Apostoł Piąty
M-34-101-A-c-4-1-4,Wrótka nad Tunelem
M-34-101-A-c-4-1-4,Niżni Apostolski Karb
M-34-101-A-c-4-1-4,Apostoł Trzeci
M-34-101-A-c-4-1-4,Apostołowe Korycisko
M-34-101-A-c-4-1-4,Apostoł Czwarty
M-34-101-A-c-4-1-4,Wyżni Apostolski Przechód
M-34-101-A-c-4-1-4,Apostoł Drugi
M-34-101-A-c-4-1-4,Niżni Apostolski Przechód
M-34-101-A-c-4-1-4,Owczy Upłaz
M-34-101-A-c-4-1-4,Apostoł Pierwszy
M-34-101-A-c-4-1-4,Apostoł Siódmy
M-34-101-A-c-4-1-4,Rynna Kunickiego
M-34-101-A-c-4-1-4,Lalkowy Mur
M-34-101-A-c-4-1-3,Próg Czarnego Stawu
M-34-101-A-c-4-1-3,Biały Żlebek
M-34-101-A-c-4-1-3,Wyżnia Maszynka
M-34-101-A-c-4-1-3,Czerwony Żlebek
M-34-101-A-c-4-1-3,Bańdziochowa Strażnica
M-34-101-A-c-4-1-3,Bańdziochowa Szpara
M-34-101-A-c-4-1-3,Filar Mięguszowiecki
M-34-101-A-c-4-1-3,Płyta Paszczaka
M-34-101-A-c-4-1-3,Depresja Paszczaka
M-34-101-A-c-4-1-3,Hińczowy Śnieżnik
M-34-101-A-c-4-1-3,Bańdziochowy Grzebyk
M-34-101-A-c-4-1-3,Bańdziochowe Siodełko
M-34-101-A-c-4-1-3,Wyżnia Turnia nad Maszynką
M-34-101-A-c-4-1-3,Czerwone Siodełko
M-34-101-A-c-4-1-3,Przełączka nad Maszynką
M-34-101-A-c-4-1-3,Żleb Ratowników
M-34-101-A-c-4-1-3,Siodełko nad Czołówką
M-34-101-A-c-4-1-3,Pośrednia Turnia nad Maszynką
M-34-101-A-c-4-1-3,Zachód Wallischa
M-34-101-A-c-4-1-3,Niżnia Turnia nad Maszynką
M-34-101-A-c-4-1-3,Żleb Krygowskiego
M-34-101-A-c-4-1-3,Biały Komin
M-34-101-A-c-4-1-3,Wielka Nyża
M-34-101-A-c-4-1-3,Dolna Nyża
M-34-101-A-c-4-1-3,Wielki Komin
M-34-101-A-c-4-1-3,Trójkątny Trawnik
M-34-101-A-c-4-1-3,Zacięcie Dziadka
M-34-101-A-c-4-1-3,Mały Komin
M-34-101-A-c-4-1-3,Wielkie Płyty
M-34-101-A-c-4-1-3,Długi Okap
M-34-101-A-c-4-1-3,Dolne Tarasy
M-34-101-A-c-4-1-3,Wiszący Balkonik
M-34-101-A-c-4-1-3,Czarne Zacięcie
M-34-101-A-c-4-1-3,Zacięcie Żurawskiego
M-34-101-A-c-4-1-3,Górne Tarasy
M-34-101-A-c-4-1-3,Szare Płyty
M-34-101-A-c-4-1-3,Górne Półki
M-34-101-A-c-4-1-3,Szare Zacięcie
M-34-101-A-c-4-1-3,Trójkątny Okap
M-34-101-A-c-4-1-3,Lustro nad Czołówką
M-34-101-A-c-4-1-3,Rysa Zapychowa
M-34-101-A-c-4-1-3,Górne Tarasy
M-34-101-A-c-4-1-3,Wąski Zachód
M-34-101-A-c-4-1-3,Tójkątny Okap
M-34-101-A-c-4-1-3,Czołówka Mięguszowieckiego Szczytu Wielkiego
M-34-101-A-c-4-1-3,Gruszka
M-34-101-A-c-4-1-3,Hińczowa Zatoka
M-34-101-A-c-4-1-3,Taras Vogla
M-34-101-A-c-4-1-3,Półksiężyc
M-34-101-A-c-4-1-3,Szypułka
M-34-101-A-c-4-1-3,Wyżnia Turnica nad Uchem
M-34-101-A-c-4-1-3,Prawy Komin
M-34-101-A-c-4-1-3,Strome Płyty
M-34-101-A-c-4-1-3,Schron
M-34-101-A-c-4-1-3,Dolne Okapy
M-34-101-A-c-4-1-1,Żleb Bilskiego
M-34-101-A-c-4-1-1,Niedźwiedzie Płyty
M-34-101-A-c-4-1-4,Wyżnie Żabie Wrótka
M-34-101-A-c-4-1-4,Żabi Ząb Zadni
M-34-101-A-c-4-1-4,Żabi Ząb Pośredni
M-34-101-A-c-4-1-4,Żabie Zęby
M-34-101-A-c-4-1-4,Skrajny Żabi Ząb
M-34-101-A-c-4-1-4,Zadnie Białczańskie Wrótka
M-34-101-A-c-4-1-4,Zadnia Białczańska Baszta
M-34-101-A-c-4-1-4,Pośrednie Białczańskie Wrótka
M-34-101-A-c-4-1-4,Skrajna Białczańska Baszta
M-34-101-A-c-4-1-4,Skrajne Białczańskie Wrótka
M-34-101-A-c-4-1-4,Pośrednia Białczańska Czubka
M-34-101-A-c-4-1-4,Pośrednia Białczańska Przełęcz
M-34-101-A-c-4-1-4,Płytowy Zachód
M-34-101-A-c-4-1-4,Białowodzka Turniczka
M-34-101-A-c-4-1-4,Żabia Szczerba
M-34-101-A-c-4-1-4,Filar Orłowskiego
M-34-101-A-c-4-1-4,Żabi Kapucyn
M-34-101-A-c-4-1-4,Lalkowy Chodnik
M-34-101-A-c-4-1-4,Wyżni Lalkowy Przechód
M-34-101-A-c-4-1-4,Wyżnia Lalkowa Turniczka
M-34-101-A-c-4-1-4,Pośrednia Lalkowa Turniczka
M-34-101-A-c-4-1-4,Lody Środkowe
M-34-101-A-c-4-1-4,Lody Prawe
M-34-101-A-c-4-1-4,Lalkowy Zachód
M-34-101-A-c-4-1-4,Lody Lewe
M-34-101-A-c-4-1-4,Lalkowa Szczerbina
M-34-101-A-c-4-1-4,Niżni Lalkowy Przechód
M-34-101-A-c-4-1-4,Pośredni Białczański Żleb
M-34-101-A-c-4-1-4,Niżnia Lalkowa Turniczka
M-34-101-A-c-4-1-4,Pośredni Lalkowy Przechód
M-34-101-A-c-4-1-4,Filar Stanisławskiego
M-34-101-A-c-4-1-4,Filar Świerza
M-34-101-A-c-4-1-4,Żabi Karbik
M-34-101-A-c-4-1-4,Filar Sokołowskiego
M-34-101-A-c-4-1-4,Apostolska Depresja
M-34-101-A-c-4-1-4,Obelisk
M-34-101-A-c-4-1-4,Filar Głazków
M-34-101-A-c-4-1-4,Komin Orłowskiego
M-34-101-A-c-4-1-4,Turniczka na Dagu
M-34-101-A-c-4-1-4,Komin Kędziora
M-34-101-A-c-4-1-4,Marusarzowy Przechód
M-34-101-A-c-4-1-4,Diabla Depresja
M-34-101-A-c-4-1-4,Wyżni Diabli Przechód
M-34-101-A-c-4-1-4,Diabeł Szósty
M-34-101-A-c-4-1-4,Diabeł Piąty
M-34-101-A-c-4-1-4,Niżni Diabli Przechód
M-34-101-A-c-4-1-4,Diabeł Czwarty
M-34-101-A-c-4-1-4,Grań Diabłów
M-34-101-A-c-4-1-4,Diabeł Trzeci
M-34-101-A-c-4-1-4,Diabeł Drugi
M-34-101-A-c-4-1-4,Diabli Kociołek
M-34-101-A-c-4-1-4,Pośredni Apostolski Przechód
M-34-101-A-c-4-1-4,Diabeł Pierwszy
M-34-101-A-c-4-1-4,Apostolska Szczerbina
M-34-101-A-c-4-1-3,Apostolski Żleb
M-34-101-A-c-4-1-3,Kocioł Morskiego Oka
M-34-101-A-c-4-1-4,Apostolski Kociołek
M-34-101-A-c-4-1-2,Płetwa
M-34-101-A-c-4-1-4,Żabie Kopki
M-34-101-A-c-4-1-4,Koński Łeb
M-34-101-A-c-4-1-3,Półwysep Miłości
M-34-101-A-c-4-1-3,Zacięcie Starka
M-34-100-B-d-2-4-2,Beskid
M-34-100-B-d-2-4-2,Grzędy
M-34-100-B-d-2-4-2,Liliowe
M-34-100-B-d-2-4-2,Skrajna Turnia
M-34-100-B-d-2-4-2,Skrajny Żleb
M-34-100-B-d-2-4-2,Zielony Staw
M-34-100-B-d-2-4-2,Wyżnie Liliowe
M-34-100-B-d-2-4-2,Liliowa Kopka
M-34-101-A-a-3-4-1,Butorowska Woda
M-34-101-A-a-3-4-2,Butorowska Woda
M-34-101-A-a-3-4-1,Butorowska Woda
M-34-101-A-a-3-4-2,Butorów
M-34-101-A-a-3-4-2,Czerwone Brzeżki
M-34-101-A-a-3-4-4,Gładkie
M-34-101-A-a-3-4-3,Łasicowa Czubka
M-34-101-A-a-3-4-1,Łasicowa Woda
M-34-101-A-a-3-4-3,Łasicowa Woda
M-34-101-A-a-3-4-1,Łasicowa Woda
M-34-101-A-a-3-4-3,Łasicowe Siodło
M-34-101-A-a-3-4-2,Mała Pańszczycka Młaka
M-34-101-A-a-3-4-1,Niżnia Sztolnia
M-34-101-A-a-3-4-3,Nowy Bór
M-34-101-A-a-3-4-2,Ostry Wierch
M-34-101-A-a-3-4-3,Polana Pańszczyca Wyżnia
M-34-101-A-a-3-4-2,Pańszczyca
M-34-101-A-a-3-4-3,Pańszczyca
M-34-101-A-a-3-4-4,Pańszczyca
M-34-101-A-a-3-4-3,Pańszczycki Potok
M-34-101-A-a-3-4-2,Pańszczycki Potok
M-34-101-A-a-3-4-2,Pańszczycki Potok
M-34-101-A-a-3-4-1,Pańszczycki Potok
M-34-101-A-a-3-4-3,Pańszczycki Potok
M-34-101-A-a-3-4-4,Pańszczycki Żleb
M-34-101-A-a-3-4-4,Pańszczycki Żleb
M-34-101-A-a-3-4-1,Pod Szatrę
M-34-101-A-a-3-4-1,Psia Trawka
M-34-101-A-a-3-4-3,Skoruśniak
M-34-101-A-a-3-4-1,Strzelecka Koleba
M-34-101-A-a-3-4-1,Sucha Woda
M-34-101-A-a-3-4-1,Sucha Woda
M-34-101-A-a-3-4-4,Waksmundzka Młaka
M-34-101-A-a-3-4-4,Waksmundzka Polana
M-34-101-A-a-3-4-1,Wielka Pańszczycka Młaka
M-34-101-A-a-3-4-2,Wyżnia Filipczańska Przełęcz
M-34-101-A-a-3-4-2,Wyżnia Pańszczycka Młaka
M-34-101-A-a-3-4-1,Wyżnia Sztolnia
M-34-101-A-a-3-4-2,Zadnia Sołtysia Przełęcz
M-34-101-A-a-3-4-4,Waksmundzki Żleb
M-34-100-B-a-4-2-2,Jantałowski Potok
M-34-100-B-a-4-2-2,Jantałowski Potok
M-34-100-B-a-4-2-3,Biały Potok
M-34-100-B-a-4-2-4,Brama Kantaka
M-34-100-B-a-4-2-2,Cikówka
M-34-100-B-a-4-2-1,Kirowa Woda
M-34-100-B-a-4-2-2,Kirowa Woda
M-34-100-B-a-4-2-4,Kirowa Woda
M-34-100-B-a-4-2-1,Kirowa Woda
M-34-100-B-a-4-2-4,Kopki
M-34-100-B-a-4-2-4,Dolina Kościeliska
M-34-100-B-a-4-2-4,Kościeliskie Kopki
M-34-100-B-a-4-2-4,Kościeliskie Kopki
M-34-100-B-a-4-2-1,Lejowy Potok
M-34-100-B-a-4-2-3,Lejowy Potok
M-34-100-B-a-4-2-3,Lejowy Potok
M-34-100-B-a-4-2-1,Lejowy Potok
M-34-100-B-a-4-2-3,Między Ściany
M-34-100-B-a-4-2-4,Niżnia Kira Miętusia
M-34-100-B-a-4-2-4,Przednia Kopka
M-34-100-B-a-4-2-2,Rogoźniańska Polana
M-34-100-B-a-4-2-3,Rówienka
M-34-100-B-a-4-2-1,Siwa Woda
M-34-100-B-a-4-2-2,Staników Potok
M-34-100-B-a-4-2-4,Jarcowa Skała
M-34-100-B-a-4-2-3,Jaroniec
M-34-100-B-a-4-2-4,Droga pod Reglami
M-34-100-B-a-4-2-3,Skałki w Jarońcu
M-34-100-B-a-4-2-1,Obrochtówka
M-34-100-B-a-4-2-2,Groń
M-34-100-B-a-4-2-4,Kira Miętusia
M-34-100-B-b-2-4-3,Antałówka
M-34-100-B-b-2-4-1,Bachledzki Potok
M-34-100-B-b-2-4-1,Bachledzki Potok
M-34-100-B-b-2-4-1,Bachledzki Wierch
M-34-100-B-b-2-4-1,Bucznik
M-34-100-B-b-2-4-4,Chłabowski Potok
M-34-100-B-b-2-4-3,Chyców Potok
M-34-100-B-b-2-4-1,Chyców Potok
M-34-100-B-b-2-4-3,Chyców Potok
M-34-100-B-b-2-4-4,Huciański Potok
M-34-100-B-b-2-4-4,Huciański Potok
M-34-100-B-b-2-4-4,Kadukowski Potok
M-34-100-B-b-2-4-2,Mrowcowiański Potok
M-34-100-B-b-2-4-4,Mrowcowiański Potok
M-34-100-B-b-2-4-2,Mrowcowiański Potok
M-34-100-B-b-2-4-4,Mrowcowiański Potok
M-34-100-B-b-2-4-4,Olczanka
M-34-100-B-b-2-4-2,Olczanka
M-34-100-B-b-2-4-2,Olczanka
M-34-100-B-b-2-4-2,Olczanka
M-34-100-B-b-2-4-4,Olczanka
M-34-100-B-b-2-4-3,Pasieka
M-34-100-B-b-2-4-2,Piszczorów Potok
M-34-100-B-b-2-4-4,Rów Podtatrzański
M-34-100-B-b-2-4-1,Ugory
M-34-100-B-b-2-4-2,Walkoszów Potok
M-34-100-B-b-2-4-2,Walkoszów Potok
M-34-100-B-b-2-4-3,Antałówka
M-34-100-B-b-2-4-1,Homolacka Droga
M-34-100-B-b-2-4-3,Homolacka Droga
M-34-100-B-b-2-4-3,Mrowców Wierch
M-34-100-B-b-2-4-1,Mrowców Wierch
M-34-100-B-b-2-4-3,Mrowców Wierch
M-34-100-B-b-2-4-1,Droga na Bachledzki Wierch
M-34-100-B-b-2-4-3,Droga na Bachledzki Wierch
M-34-100-B-b-2-4-1,Droga na Bachledzki Wierch
M-34-100-B-c-3-1-2,Dziurawa Przełęcz
M-34-100-B-c-3-1-2,Dziurawe
M-34-100-B-c-3-1-2,Grządki
M-34-100-B-c-3-1-2,Łopata
M-34-100-B-c-3-1-1,Wołowiec
M-34-101-A-a-1-1-2,Budzów Potok
M-34-101-A-a-1-1-4,Polana Chowańcowa
M-34-101-A-a-1-1-2,Chowańców Potok
M-34-101-A-a-1-1-2,Chowańców Potok
M-34-101-A-a-1-1-4,Chowańców Potok
M-34-101-A-a-1-1-4,Chowańców Potok
M-34-101-A-a-1-1-3,Gutowski Potok
M-34-101-A-a-1-1-1,Gutowski Potok
M-34-101-A-a-1-1-4,Hrubiański Potok
M-34-101-A-a-1-1-4,Hrubiański Potok
M-34-101-A-a-1-1-2,Jesionkowski
M-34-101-A-a-1-1-4,Jesionkowski
M-34-101-A-a-1-1-2,Jesionkowski
M-34-101-A-a-1-1-4,Orawcowa
M-34-101-A-a-1-1-4,Orawców Potok
M-34-101-A-a-1-1-3,Orawców Potok
M-34-101-A-a-1-1-1,Poroniec
M-34-101-A-a-1-1-2,Poroniec
M-34-101-A-a-1-1-3,Rola Frąckowiański Wierch
M-34-101-A-a-1-1-3,Gutowa
M-34-101-A-a-1-1-1,Malacińska
M-34-101-A-a-1-1-3,Rola Toporowa
M-34-101-A-a-1-1-3,Rybków Potok
M-34-101-A-a-1-1-2,Wydzierówka
M-34-101-A-a-1-1-3,Frączków Wierch
M-34-101-A-a-1-1-3,Rybaków Wierch
M-34-101-A-a-2-1-1,Pogórze Bukowińskie
M-34-101-A-a-2-1-3,Czarny Potok
M-34-101-A-a-2-1-1,Głębokie
M-34-101-A-a-2-1-3,Marysowiański Las
M-34-101-A-a-2-1-2,Poroniec
M-34-101-A-a-2-1-2,Poroniec
M-34-101-A-a-2-1-1,Sarkówka
M-34-101-A-a-2-1-1,Upłaz
M-34-101-A-a-2-1-1,Wiktorówka
M-34-101-A-a-2-1-1,Wydzierówka
M-34-101-A-a-2-1-4,Żegleński Potok
M-34-101-A-a-2-1-2,Cyrkiel
M-34-101-A-a-2-1-1,Do Dziedziny
M-34-101-A-a-2-1-2,Polanki
M-34-101-A-a-2-1-2,Ogródki
M-34-101-A-a-2-1-2,Bór
M-34-101-A-a-2-1-3,Tarasówka
M-34-101-A-a-2-1-4,Młaczysko
M-34-101-A-a-2-1-2,Wysokie
M-34-101-A-a-4-4-3,Białka
M-34-101-A-a-4-4-2,Białka
M-34-101-A-a-4-4-3,Białka
M-34-101-A-a-4-4-2,Białka
M-34-101-A-a-4-4-4,Dolina Białki
M-34-101-A-a-4-4-1,Goły Wierch
M-34-101-A-a-4-4-2,Łysa Polana
M-34-101-A-a-4-4-2,Łysa Skałka
M-34-101-A-a-4-4-1,Palenica
M-34-101-A-a-4-4-3,Palenica Białczańska
M-34-101-A-a-4-4-3,Waksmundzki Potok
M-34-101-A-a-4-4-3,Waksmundzki Potok
M-34-101-A-a-4-4-2,Zielonka
M-34-101-A-a-4-4-1,Droga Oswalda Balzera
M-34-101-A-a-4-4-1,Jaworzyńska Droga
M-34-101-A-b-1-1-2,Augustynówka
M-34-101-A-b-1-1-2,Bartkówka
M-34-101-A-b-1-1-2,Białka
M-34-101-A-b-1-1-4,Białka
M-34-101-A-b-1-1-4,Białka
M-34-101-A-b-1-1-4,Jaworowy Potok
M-34-101-A-b-1-1-4,Jaworowy Potok
M-34-101-A-b-1-1-2,Młynówka
M-34-101-A-b-1-1-2,Nadrynias
M-34-101-A-b-1-1-4,Okólne
M-34-101-A-b-1-1-2,Podrostok
M-34-101-A-b-1-1-2,Suchy Potok
M-34-101-A-b-1-1-2,Suchy Potok
M-34-101-A-b-1-1-1,Zagóra
M-34-101-A-b-1-1-3,Zawierch
M-34-101-A-b-1-1-2,Zawierszański Potok
M-34-101-A-b-1-1-4,Zawierszański Potok
M-34-101-A-b-1-1-3,Zawierszański Potok
M-34-101-A-b-1-1-2,Zawierszański Potok
M-34-101-A-b-1-1-3,Zawierszański Potok
M-34-101-A-b-1-1-2,Borcok
M-34-101-A-b-1-1-4,Palenica
M-34-101-A-b-1-1-2,Brzegowski Potok
M-34-101-A-b-1-1-1,Brzegowski Potok
M-34-101-A-b-1-1-1,Brzegowski Potok
M-34-101-A-b-1-1-1,Zagórze
M-34-101-A-b-1-1-3,Gromadzki Las
M-34-101-A-b-1-1-4,Bafiów Bór
M-34-101-A-b-1-1-2,Bafiówka
M-34-100-B-a-1-2-4,Do Wierchu
M-34-100-B-a-1-2-2,Garczkowski
M-34-100-B-a-1-2-4,Greków Potok
M-34-100-B-a-1-2-2,Maśniakowa
M-34-100-B-a-1-2-4,Skoruszów Potok
M-34-100-B-a-1-2-4,Skoruszów Potok
M-34-100-B-a-1-2-2,Czerwińska Rola
M-34-100-B-a-1-2-2,Wińska-Lachowa
M-34-100-B-a-1-2-4,Polana Wierch
M-34-100-B-b-1-1-2,Ciche
M-34-100-B-b-1-1-3,Dzianiski Potok
M-34-100-B-b-1-1-1,Dzianiski Potok
M-34-100-B-b-1-1-4,Dzianiski Potok
M-34-100-B-b-1-1-3,Golów
M-34-100-B-b-1-1-3,Golów
M-34-100-B-b-1-1-3,Golów
M-34-100-B-b-1-1-1,Grapy
M-34-100-B-b-1-1-2,Gruszków Wierch
M-34-100-B-b-1-1-3,Kijów
M-34-100-B-b-1-1-3,Kijów
M-34-100-B-b-1-1-3,Kijów
M-34-100-B-b-1-1-1,Liskówka
M-34-100-B-b-1-1-2,Łacków Potok
M-34-100-B-b-1-1-2,Polana
M-34-100-B-b-1-1-4,Ptasiówka
M-34-100-B-b-1-1-3,Ptasiów
M-34-100-B-b-1-1-4,Ptasiów
M-34-100-B-b-1-1-4,Ptasiów
M-34-100-B-b-1-1-1,Tominów Wierch
M-34-100-B-b-1-1-2,Trzy Kopce
M-34-100-B-b-1-1-4,Paługów Potok
M-34-100-B-b-3-1-3,Jantałowski Potok
M-34-100-B-b-3-1-1,Jantałowski Potok
M-34-100-B-b-3-1-2,Polana Białego
M-34-100-B-b-3-1-2,Butorowski Potok
M-34-100-B-b-3-1-2,Butorowski Potok
M-34-100-B-b-3-1-2,Butorowski Potok
M-34-100-B-b-3-1-3,Cicha Woda
M-34-100-B-b-3-1-2,Cicha Woda
M-34-100-B-b-3-1-4,Gąsieniców Potok
M-34-100-B-b-3-1-1,Jamrychówka
M-34-100-B-b-3-1-2,Małołącki Potok
M-34-100-B-b-3-1-4,Małołącki Potok
M-34-100-B-b-3-1-4,Małołącki Potok
M-34-100-B-b-3-1-3,Mały Regiel
M-34-100-B-b-3-1-3,Nędzowski Dział
M-34-100-B-b-3-1-3,Nędzowskie Bory
M-34-100-B-b-3-1-4,Spyrłówka
M-34-100-B-b-3-1-3,Staników Źleb
M-34-100-B-b-3-1-1,Staników Potok
M-34-100-B-b-3-1-3,Staników Potok
M-34-100-B-b-3-1-2,Słodyczkówka
M-34-100-B-b-3-1-2,Szeligówka
M-34-100-B-b-3-1-3,Droga pod Reglami
M-34-100-B-b-3-1-4,Droga pod Reglami
M-34-100-B-b-3-1-4,Kierpcówka
M-34-100-B-c-2-1-2,Capik
M-34-100-B-c-2-1-1,Chochołowski Potok
M-34-100-B-c-2-1-2,Dudowe Spady
M-34-100-B-c-2-1-2,Dudowa Studnia
M-34-100-B-c-2-1-3,Dudówka
M-34-100-B-c-2-1-3,Dziad
M-34-100-B-c-2-1-4,Iwaniacka Przełęcz
M-34-100-B-c-2-1-3,Iwaniacki Potok
M-34-100-B-c-2-1-4,Iwaniacki Potok
M-34-100-B-c-2-1-3,Iwaniacki Potok
M-34-100-B-c-2-1-3,Dolina Iwaniacka
M-34-100-B-c-2-1-3,Iwanówka
M-34-100-B-c-2-1-3,Iwanówka
M-34-100-B-c-2-1-2,Karczma
M-34-100-B-c-2-1-4,Kliny
M-34-100-B-c-2-1-1,Kobyla Głowa
M-34-100-B-c-2-1-1,Kobyle Głowy
M-34-100-B-c-2-1-1,Kolesa
M-34-100-B-c-2-1-2,Kominiarski Wierch
M-34-100-B-c-2-1-2,Kominy Dudowe
M-34-100-B-c-2-1-1,Kościół
M-34-100-B-c-2-1-2,Kufa
M-34-100-B-c-2-1-2,Lejowa Szczelina
M-34-100-B-c-2-1-1,Ogarle
M-34-100-B-c-2-1-2,Piece
M-34-100-B-c-2-1-3,Piekło
M-34-100-B-c-2-1-4,Piszczałki
M-34-100-B-c-2-1-2,Jaskinia pod Baranami
M-34-100-B-c-2-1-2,Jaskinia pod Głazem
M-34-100-B-c-2-1-2,Pod Spady
M-34-100-B-c-2-1-2,Przełączka pod Kufą
M-34-100-B-c-2-1-4,Pustać
M-34-100-B-c-2-1-1,Jaskinia Rybia
M-34-100-B-c-2-1-2,Schron przy Jaskini Troistej Drugi
M-34-100-B-c-2-1-2,Jaskinia Skośna
M-34-100-B-c-2-1-2,Skrzynie
M-34-100-B-c-2-1-4,Smytniańskie Rzędy
M-34-100-B-c-2-1-3,Polana Starorobociańska
M-34-100-B-c-2-1-3,Dolina Starorobociańska
M-34-100-B-c-2-1-3,Starorobociański Potok
M-34-100-B-c-2-1-1,Starorobociański Potok
M-34-100-B-c-2-1-4,Szałasiska
M-34-100-B-c-2-1-2,Szemrzący Schron
M-34-100-B-c-2-1-1,Szeroki Żleb
M-34-100-B-c-2-1-2,Wierch Świerkule
M-34-100-B-c-2-1-1,Turnia Olejarnia
M-34-100-B-c-2-1-2,Tylkowiańskie Spady
M-34-100-B-c-2-1-2,Ulica
M-34-100-B-c-2-1-2,Jaskinia w Kosówkach
M-34-100-B-c-2-1-1,Polana Wierszyk
M-34-100-B-c-2-1-1,Wyżnia Chochołowska Brama
M-34-100-B-c-2-1-1,Wyżnia Dudowa Rówień
M-34-100-B-c-2-1-2,Wyżnie Dudowe Siodło
M-34-100-B-c-2-1-2,Zadni Upłaz
M-34-100-B-c-2-1-1,Zbójecka Dziura
M-34-100-B-c-2-1-4,Zdrapiska
M-34-100-B-c-2-1-2,Dudowy Schron
M-34-100-B-c-2-1-1,Jaskinia Dwuotworowa w Iwanówce
M-34-100-B-c-2-1-2,Jaskinia Lodowa nad Kufą
M-34-100-B-c-2-1-1,Jaskinia Mała
M-34-100-B-c-2-1-2,Jaskinia Trójkątna
M-34-100-B-c-2-1-2,Nisza przy Szemrzącym Schronie Pierwsza
M-34-100-B-c-2-1-2,Nisza przy Szemrzącym Schronie Druga
M-34-100-B-c-2-1-1,Piwnica
M-34-100-B-c-2-1-4,Sarni Schron
M-34-100-B-c-2-1-2,Schron nad Żlebem
M-34-100-B-c-2-1-2,Schron pod Kufą Zachodni
M-34-100-B-c-2-1-1,Schron przy Szczelinie
M-34-100-B-c-2-1-2,Schron przy Jaskini Troistej Pierwszy
M-34-100-B-c-2-1-2,Schron w Opalonym Pierwszy
M-34-100-B-c-2-1-2,Schron w Opalonym Drugi
M-34-100-B-c-2-1-2,Schron w Ścianie pod Szczytem
M-34-100-B-c-2-1-1,Schron w Wyżniej Bramie Chochołowskiej
M-34-100-B-c-2-1-2,Schron Wschodni pod Kufą
M-34-100-B-c-2-1-1,Schron z Płytą
M-34-100-B-c-2-1-1,Schron za Smrekiem
M-34-100-B-c-2-1-1,Schron Zachodni w Iwanówce
M-34-100-B-c-2-1-2,Schronisko Dudowe
M-34-100-B-c-2-1-2,Schronisko Dudowe Górne
M-34-100-B-c-2-1-1,Schronisko pod Dziobem Pierwsze
M-34-100-B-c-2-1-1,Schronisko pod Dziobem Drugie
M-34-100-B-c-2-1-1,Schronisko pod Dziobem Trzecie
M-34-100-B-c-2-1-1,Schronisko przy Jaskini w Dudzińcu
M-34-100-B-c-2-1-1,Schronisko przy Ścianach
M-34-100-B-c-2-1-1,Szczelina Chochołowska
M-34-100-B-c-2-1-1,Szczelina nad Jaskinią w Dudzińcu
M-34-100-B-c-2-1-2,Szczelina pod Jaskinią Skośną
M-34-100-B-c-2-1-2,Szczelina przed Kufą
M-34-100-B-c-2-1-2,Szczelina przy Jaskini Lodowej nad Kufą
M-34-100-B-c-2-1-1,Szczelina w Dudzińcu
M-34-100-B-c-2-1-2,Szczelina w Grani Pierwsza
M-34-100-B-c-2-1-2,Szczelina w Grani Druga
M-34-100-B-c-2-1-1,Szczelina w Iwanówce
M-34-100-B-c-2-1-1,Szczelina w Osmętnicy
M-34-100-B-c-2-1-2,Szczelina Zawaliskowa nad Kufą
M-34-100-B-c-2-1-2,Szczelina ze Śniegiem
M-34-100-B-c-2-1-2,Jaskinia Troista
M-34-100-B-c-2-1-1,Jaskinia w Dudzińcu
M-34-100-B-c-2-1-2,Komórka nad Smytnią
M-34-100-B-c-2-1-1,Chochołowskie Czoło
M-34-100-B-c-2-1-2,Szczerbina
M-34-100-B-c-2-1-4,Rzędowe Czuby
M-34-100-B-c-2-1-1,Dudziniec
M-34-100-B-c-2-1-1,Ściany
M-34-100-B-c-2-1-3,Hawiarska Droga
M-34-100-B-c-2-1-3,Hawiarska Droga
M-34-100-B-c-2-1-4,Smytniańska Przełączka
M-34-100-B-c-2-1-2,Smytniańskie Zęby
M-34-100-B-c-2-1-2,Pusta Rówień
M-34-100-B-c-2-1-2,Zwornik nad Kufą
M-34-100-B-c-4-2-1,Babi Grzbiet
M-34-100-B-c-4-2-2,Babi Potok
M-34-100-B-c-4-2-2,Babi Potok
M-34-100-B-c-4-2-1,Babi Potok
M-34-100-B-c-4-2-1,Babi Potok
M-34-100-B-c-4-2-2,Babie Nogi
M-34-100-B-c-4-2-2,Dolinczański Grzbiet
M-34-100-B-c-4-2-2,Dolinczański Upłaz
M-34-100-B-c-4-2-2,Dolinka
M-34-100-B-c-4-2-4,Kamienista
M-34-100-B-c-4-2-3,Pyszniańska Przełęcz
M-34-100-B-c-4-2-1,Pyszniański Potok
M-34-100-B-c-4-2-2,Stoły
M-34-100-B-c-4-2-1,Wyżnia Polana Pyszna
M-34-100-B-c-4-2-1,Zadni Upłaz
M-34-100-B-c-4-2-2,Babia Wolarnia
M-34-100-B-c-4-2-3,Zakos
